name,padrillo,M,Dam_Mean_T3_BSN,Best_Foal_Bsn,mother,Momsiblings,uncles,M_age_at_birth,MomSib_Sibs_raced_at2y,MomSib_wnrs_STK_at2y,birth_eday,MomSib_wnrs3yo_at2y,sex,FathSibSTKWnrsPerOffs,FathSibSTKWnrShL4Gens,PS,PR,PRS,date,title,source,eday,auctionYear,auctionOrder,haras1,ageAtAuction,valueUSDB,pricePerBp,Sire_PS,f_STK_races_total_races,raced_won_g1_yn,cei_per_offs
INNER CIRCLE,PNEUMATIC (USA),INTENSE LOOK,128.30057,117.72177,.071085393,.45429748,-.0037690327,16.90411,9,3,22jul2023,4,1,0,0,.10192335,.77727854,.079222828,"9 apr, 2025",Resumen - Gran Venta Selecta Haras Abolengo,https://www.turfdiario.com/post/resumen-gran-venta-selecta-haras-abolengo,09apr2025,2025,1,Abolengo,1.7178082,96044.609,19141.016,.26913762,,y-y-n,12.626691
EARLY DAD,DADDY LONG LEGS (USA),SING MY NAME,82.940887,101.61358,-.21172071,.11508365,.017031945,16.967123,5,0,22jul2023,0,2,.042345278,.043624163,.083000757,.75445855,.062620632,"01 jul, 2025",Resumen - Gran Venta Estrellas Del Haras Abolengo,https://www.turfdiario.com/post/resumen-gran-venta-estrellas-del-haras-abolengo,01jul2025,2025,19,Abolengo,1.9452055,22630.863,6349.1157,.314854,.11988848,n-n-n,1.5525031
DAISY BOONE,DANIEL BOONE (BRZ),DOUTRINADORA,72.589317,,.10590953,-.080099478,.040931813,4.7397261,0,0,22jul2023,0,1,.025236594,.0080645159,.044751145,.72796261,.032577161,"01 jul, 2025",Resumen - Gran Venta Estrellas Del Haras Abolengo,https://www.turfdiario.com/post/resumen-gran-venta-estrellas-del-haras-abolengo,01jul2025,2025,50,Abolengo,1.9452055,6395.6792,2854.1382,.17438662,.077459335,n-n-n,
LET GO,PNEUMATIC (USA),LA JOHANSSON,,,.062062144,-.080099478,.022902459,6.0054793,0,0,21jul2023,0,2,0,0,.072104812,.63119251,.045512017,"01 jul, 2025",Resumen - Gran Venta Estrellas Del Haras Abolengo,https://www.turfdiario.com/post/resumen-gran-venta-estrellas-del-haras-abolengo,01jul2025,2025,4,Abolengo,1.9479452,6395.6792,2242.1597,.269256,,n-n-n,
ILUSTRADOR,COSMIC TRIGGER,ILUSTRADORA,,,.10412818,-.080099478,.03257487,4.7753425,0,0,21jul2023,0,2,.039583333,.032258064,.10271047,.74989069,.077021629,"9 apr, 2025",Resumen - Gran Venta Selecta Haras Abolengo,https://www.turfdiario.com/post/resumen-gran-venta-selecta-haras-abolengo,09apr2025,2025,61,Abolengo,1.7205479,14406.691,4621.791,.34069821,.10456011,n-n-n,
CARAMELLA,PNEUMATIC (USA),CARAMELIZA,105.80138,,.43848825,-.080099478,.023196317,4.8821917,0,0,21jul2023,0,1,0,0,.078524999,.65194356,.051193867,"9 apr, 2025",Resumen - Gran Venta Selecta Haras Abolengo,https://www.turfdiario.com/post/resumen-gran-venta-selecta-haras-abolengo,09apr2025,2025,11,Abolengo,1.7205479,64029.738,17891.703,.269256,,y-y-n,
GENUINE FAITH,PNEUMATIC (USA),GOT FAITH,99.950256,,.36698103,-.080099478,.035137363,4.7780824,0,0,18jul2023,0,1,0,0,.079216614,.69517648,.055069529,"9 apr, 2025",Resumen - Gran Venta Selecta Haras Abolengo,https://www.turfdiario.com/post/resumen-gran-venta-selecta-haras-abolengo,09apr2025,2025,26,Abolengo,1.7287672,22410.408,6120.2266,.26961136,,y-y-n,
ALGO DIFERENTE,FORTIFY (USA),ALBERETA,105.63884,82.299782,.13101968,-.0054252148,.041523732,9.9890413,2,0,04aug2023,1,2,.08437068,.079710148,.11662813,.84534025,.098590448,"06 jul, 2025",Resumen - Gran Venta Otono Haras Vacacion,https://www.turfdiario.com/post/resumen-gran-venta-oto%C3%B1o-haras-vacaci%C3%B3n,06jul2025,2025,1,Vacacion,1.9232876,42344.262,7804.062,.4060373,.14815618,n-n-n,1.07752
TRAPAÑIA,FULL MAST (USA),TRELIA,105.60354,107.00386,.018070757,.065584838,.061566286,18.961643,8,1,04aug2023,0,1,.045936394,.05472637,.072234094,.84897357,.061324839,"06 jul, 2025",Resumen - Gran Venta Otono Haras Vacacion,https://www.turfdiario.com/post/resumen-gran-venta-oto%C3%B1o-haras-vacaci%C3%B3n,06jul2025,2025,20,Vacacion,1.9232876,15122.951,8699.9717,.23875678,.087281793,y-y-n,1.9457053
BRUJA EMOTIVA,EMOTION ORPEN,BRUJA DE ARECO,75.644936,,.10826951,-.080099478,.002633065,5.8767123,0,0,03aug2023,0,1,0,0,.02265464,.59295338,.013433145,"22 apr, 2024",Venta Liquidacion Haras San Lorenzo De Areco  Resumen,https://www.turfdiario.com/venta-liquidacion-haras-san-lorenzo-de-areco-resumen/,22apr2024,2024,50,San Lorenzo De Areco,.72054797,1596.6,1183.5334,.28815922,,n-n-n,
RE SINGER,REMOTE (GB),SING NISTEL,70.734993,,.062292069,-.080099478,.033796094,6.9589043,0,0,07aug2023,0,2,.062370062,.06167401,.094037533,.78855306,.074153587,22-apr-25,Resumen - Gran Venta Seleccion Haras Firmamento,https://www.turfdiario.com/post/resumen-gran-venta-selecci%C3%B3n-haras-firmamento,,,14,Firmamento,,,,.25523904,.094764747,n-n-n,
TAPIT SCAPE,CITYSCAPE (GB),TAPIT SONG,91.222076,111.69877,-.17561024,.24493028,-.02963616,14.484932,4,0,12aug2023,1,2,.047619049,.020979021,.10152068,.89999998,.091368608,22-apr-25,Resumen - Gran Venta Seleccion Haras Firmamento,https://www.turfdiario.com/post/resumen-gran-venta-selecci%C3%B3n-haras-firmamento,,,19,Firmamento,,,,.13804471,.097004764,n-n-n,3.838721
PECATO BOMB,HIT IT A BOMB (USA),PECADORA INC,111.20992,116.37787,.040237427,.44884133,.00037030131,12.942466,4,1,14aug2023,1,2,.034391534,.021276595,.10332873,.85933352,.088793844,22-apr-25,Resumen - Gran Venta Seleccion Haras Firmamento,https://www.turfdiario.com/post/resumen-gran-venta-selecci%C3%B3n-haras-firmamento,,,7,Firmamento,,,,.17815223,.075943165,y-n-n,5.6965127
EPIK GIRL,SUGGESTIVE BOY,EPIKA,69.056931,90.752419,-.11211818,-.051059488,.0016300157,11.808219,2,0,08aug2023,0,1,.038805969,.032608695,.019165797,.60238409,.011545171,"19 may, 2025",Resumen - Venta Liquidacion Haras La Esperanza,https://www.turfdiario.com/post/resumen-venta-liquidaci%C3%B3n-haras-la-esperanza,19may2025,2025,46,La Esperanza,1.7808219,1964.5022,2393.0557,.32214436,.094359517,n-n-n,1.3160762
PALCO DE HONOR,DADDY LONG LEGS (USA),PALMA DE ORO,88.145195,,.081745178,-.080099478,.043788768,6.8410959,0,0,03aug2023,0,2,.041009463,.043624163,.083355866,.76285076,.063588083,"10 apr, 2025",Resumen - Venta Copa Bullrich Abril,https://www.turfdiario.com/post/resumen-venta-copa-bullrich-abril,10apr2025,2025,23,El Chanar,1.6876712,14253.875,7479.5811,.31022707,.118767,n-n-n,
LOS LAGOS,DADDY LONG LEGS (USA),SURFINDY,65.078049,89.684631,.13218597,.20633601,.0078377351,9.7342463,1,0,19jul2023,0,2,.042763159,.043624163,.10394862,.81342691,.084554598,"26 may, 2025",Resumen Venta De Mayo Haras Los Turfistas Y Haras Tres Jotas,https://www.turfdiario.com/post/resumen-venta-de-mayo-haras-los-turfistas-y-haras-tres-jotas,26may2025,2025,4,Los Turfistas,1.8547945,31213.791,8447.1387,.31708118,.12044818,n-n-n,2.5429139
LUNFARDO,DADDY LONG LEGS (USA),LUNA INC,100.74952,91.97644,.32044768,-.042762347,.019378863,8.9534245,1,0,28jul2023,0,2,.041533545,.043624163,.10089908,.8180775,.082543269,"26 may, 2025",Resumen Venta De Mayo Haras Los Turfistas Y Haras Tres Jotas,https://www.turfdiario.com/post/resumen-venta-de-mayo-haras-los-turfistas-y-haras-tres-jotas,26may2025,2025,2,Los Turfistas,1.830137,36676.207,10743.564,.31248614,.1189387,y-n-n,2.8585753
CARTA ORO,TRUE CAUSE (USA),COSTA DORADA (CHI),,100.26176,.29873177,.03191191,-.020392008,8.8575344,1,0,03aug2023,0,1,.012345679,0,.042107396,.49098665,.020674169,"17 jul, 2024",Gran Venta 35 Aniversario De Racehorse  Resumen,https://www.turfdiario.com/gran-venta-35-aniversario-de-racehorse-resumen/,17jul2024,2024,32,Los Turfistas,.95616436,3615.7786,4198.6465,-.13142553,.033963114,n-n-n,4.1795883
FAST AND FURIOUS,HAVE AT IT (USA),BLUE GRAND BLUE,77.310585,,.11715564,-.080099478,.014500566,5.871233,0,0,19aug2023,0,2,0,0,.026077695,.49978793,.013033317,"02 jul, 2025",Resumen - Gran Venta Julio De Productos,https://www.turfdiario.com/post/resumen-gran-venta-julio-de-productos,02jul2025,2025,28,Sauce Grande,1.8712329,7106.3418,8202.1055,.090776175,,n-n-n,
CRAZY DADDY,DADDY LONG LEGS (USA),CRAZY ARIANA,62.716179,85.550011,.17150101,-.080099478,.0049349368,7.9726028,1,0,01aug2023,0,2,.041139241,.043624163,.086572461,.72999156,.063197166,"01 jul, 2025",Resumen - Gran Venta Estrellas Del Haras Abolengo,https://www.turfdiario.com/post/resumen-gran-venta-estrellas-del-haras-abolengo,01jul2025,2025,18,Abolengo,1.9178082,7379.6294,1914.6066,.31033269,.11839709,n-n-n,.02985646
DIFFERENT STRIPES,EQUAL STRIPES,DIFFERENT RULE,105.1328,95.381653,.19433481,.0070204958,.043788768,8.9972601,1,0,01aug2023,0,2,.043243244,.022222223,.089264229,.82802522,.07391303,"9 apr, 2025",Resumen - Gran Venta Selecta Haras Abolengo,https://www.turfdiario.com/post/resumen-gran-venta-selecta-haras-abolengo,09apr2025,2025,37,Abolengo,1.690411,28013.01,9828.5039,.09336862,.086100727,y-n-n,3.9734237
COJACK,TREASURE BEACH (GB),COSABELA,88.593452,108.56783,-.25574076,.20238046,-.018195987,20.019178,8,1,04aug2023,1,2,.026548672,.0099337753,.037710831,.75017363,.02828967,"01 jul, 2025",Resumen - Gran Venta Estrellas Del Haras Abolengo,https://www.turfdiario.com/post/resumen-gran-venta-estrellas-del-haras-abolengo,01jul2025,2025,29,Abolengo,1.9095891,19679.012,9940.7676,.069054604,.067584224,n-n-n,1.8553565
EOLO,PNEUMATIC (USA),EARTHSHINE,104.71785,117.81188,-.10641432,.33845121,.0034509376,12.00274,5,2,05aug2023,1,2,0,0,.083774738,.86095345,.07212615,"9 apr, 2025",Resumen - Gran Venta Selecta Haras Abolengo,https://www.turfdiario.com/post/resumen-gran-venta-selecta-haras-abolengo,09apr2025,2025,5,Abolengo,1.6794521,57626.766,9023.5605,.26748586,,y-n-n,6.8879094
ESTHETIC BOY,COSMIC TRIGGER,ESTHETICALLY,,104.71785,-.23528361,.22342043,-.021735154,16.879452,8,0,10aug2023,2,2,.04024145,.035190616,.074143402,.76959884,.057060678,"9 apr, 2025",Resumen - Gran Venta Selecta Haras Abolengo,https://www.turfdiario.com/post/resumen-gran-venta-selecta-haras-abolengo,09apr2025,2025,28,Abolengo,1.6657535,23210.779,7156.4424,.33957145,.10426111,n-n-n,2.9430864
VALE RICKY,PNEUMATIC (USA),VALEXTRA,109.72394,72.168121,.17078167,-.080099478,.0086325184,10.917809,1,0,10aug2023,0,2,0,0,.070881501,.82309568,.058342256,"01 jul, 2025",Resumen - Gran Venta Estrellas Del Haras Abolengo,https://www.turfdiario.com/post/resumen-gran-venta-estrellas-del-haras-abolengo,01jul2025,2025,9,Abolengo,1.8931507,10331.481,2819.0452,.26689827,,y-n-n,.77173549
STOP THINKING,TREASURE BEACH (GB),STALKER GIRL,,,.065616667,-.080099478,-.0011738613,5.8191781,0,0,24jul2023,0,2,.026986506,.0099337753,.038422953,.70462406,.027073737,"01 jul, 2025",Resumen - Gran Venta Estrellas Del Haras Abolengo,https://www.turfdiario.com/post/resumen-gran-venta-estrellas-del-haras-abolengo,01jul2025,2025,31,Abolengo,1.939726,9839.5059,5836.5112,.069001734,.067136347,n-n-n,
PUNTERA SIEMPRE,EQUAL STRIPES,PUNTERA RYE,99.505577,,-.0092716813,-.080099478,.014103256,10.810959,0,0,29jul2023,0,1,.043301757,.022222223,.03241197,.6206277,.020115767,"9 apr, 2025",Resumen - Gran Venta Selecta Haras Abolengo,https://www.turfdiario.com/post/resumen-gran-venta-selecta-haras-abolengo,09apr2025,2025,54,Abolengo,1.6986301,12005.576,14472.278,.09346506,.086129136,n-n-n,0
DISTINGUIDA GIRL,COSMIC TRIGGER,DISTINGUIDA CATCH,93.728668,80.366699,-.0091738701,-.05396349,.014103256,11.057534,4,0,29jul2023,0,1,.041152265,.035190616,.057345442,.76804525,.044043895,"9 apr, 2025",Resumen - Gran Venta Selecta Haras Abolengo,https://www.turfdiario.com/post/resumen-gran-venta-selecta-haras-abolengo,09apr2025,2025,25,Abolengo,1.6986301,31214.498,15923.482,.34650764,.10475755,n-n-n,.32433826
CONTESSA MATIC,PNEUMATIC (USA),CONTESSA LINDA,101.14787,87.53717,.17929572,.057529658,-.010162808,11.860274,3,0,29jul2023,0,1,0,0,.076091565,.77426589,.058915105,"9 apr, 2025",Resumen - Gran Venta Selecta Haras Abolengo,https://www.turfdiario.com/post/resumen-gran-venta-selecta-haras-abolengo,09apr2025,2025,38,Abolengo,1.6986301,13606.319,5402.8506,.26831055,,y-y-y,1.1265687
MUY LISTA,TREASURE BEACH (GB),MUY INDEPENDIENTE,,65.593513,.062605441,.0070204958,.032468371,5.9726028,1,0,31jul2023,1,1,.026706232,.0099337753,.040170059,.71941733,.028899036,"01 jul, 2025",Resumen - Gran Venta Estrellas Del Haras Abolengo,https://www.turfdiario.com/post/resumen-gran-venta-estrellas-del-haras-abolengo,01jul2025,2025,49,Abolengo,1.920548,7379.6294,4162.0054,.069494247,.067723341,n-n-n,
MANISALE,MANIPULATOR (USA),MARIA FOR SALE,104.80534,103.03217,-.19043326,.049551159,.0014841408,15.79726,5,0,07aug2023,0,2,.027844073,.012820513,.017005039,.76867568,.01307136,"26 jun, 2025",Resumen - Gran Venta Estrellas Haras La Pasion E Invitados,https://www.turfdiario.com/post/resumen-gran-venta-estrellas-haras-la-pasi%C3%B3n-e-invitados,26jun2025,2025,34,Tattersall,1.8876712,8411.458,18261.977,-.069217354,.046389457,y-n-n,.99934232
ROMAN MUSIC,ROMAN JOY,BALTIC MUSIC,78.72747,94.177338,-.11206836,.046792641,-.022187434,11.89863,3,0,15aug2023,1,2,.020833334,.023255814,.052305192,.73284769,.03833174,"17 jul, 2024",Gran Venta 35 Aniversario De Racehorse  Resumen,https://www.turfdiario.com/gran-venta-35-aniversario-de-racehorse-resumen/,17jul2024,2024,2,Cortines,.92328769,1291.3495,752.93311,.33003616,.19444445,n-n-n,1.0298208
NISSOS,IL MERCATO,NICARAGUA (USA),104.18167,121.07851,-.22719961,.19671808,-.012017049,17.430138,7,1,06aug2023,2,2,.00729927,.0080645159,.040258501,.86331648,.034755826,"20 jun, 2025",Resumen - Venta Copa Bullrich Junio,https://www.turfdiario.com/post/resumen-venta-copa-bullrich-junio,20jun2025,2025,34,La Pasion,1.8739727,8271.4277,3782.116,.030598909,.053571429,n-n-n,4.2242327
GAROUPA,GOUVERNEUR MORRIS (USA),GIUDECCA,,,.094138384,-.080099478,.041442223,4.9863014,0,0,06aug2023,0,1,.019417476,.024691358,.061982352,.71475983,.044302497,"24 apr, 2025",Resumen Gran Venta Seleccion Del Haras La Pasion,https://www.turfdiario.com/post/resumen-gran-venta-selecci%C3%B3n-del-haras-la-pasi%C3%B3n,24apr2025,2025,27,La Pasion,1.7178082,35736.215,7473.4165,.59334302,.22916667,n-n-n,
SALEMA,IL MERCATO,SABBIONERA,104.19046,,.14947388,.44262034,.0056541339,6.920548,1,0,18jul2023,1,1,.0078125,.0080645159,.070647307,.81424934,.057524521,"24 apr, 2025",Resumen Gran Venta Seleccion Del Haras La Pasion,https://www.turfdiario.com/post/resumen-gran-venta-selecci%C3%B3n-del-haras-la-pasi%C3%B3n,24apr2025,2025,35,La Pasion,1.769863,28009.465,6530.2534,.039433673,.056962024,n-n-n,
SUNNY THUNDER,DUBAI THUNDER (GB),SUNNY MAD,103.28801,99.335258,-.20707184,.063121989,-.098637812,15.443835,3,0,20aug2023,0,2,0,0,.0078283194,.84261096,.0065962276,"17 jul, 2024",Gran Venta 35 Aniversario De Racehorse  Resumen,https://www.turfdiario.com/gran-venta-35-aniversario-de-racehorse-resumen/,17jul2024,2024,3,Cortines,.90958905,1355.9169,899.9433,-.038227491,.038596492,n-n-n,1.3739145
EL ULTIMO RUNNER,STAR RUNNER,COMO MI HERMANA (USA),92.285599,121.60896,-.1559521,.14828049,-.0034749061,13.449315,6,1,11aug2023,1,2,.0052083335,.021739131,.038524322,.61886865,.023841495,"17 jul, 2024",Gran Venta 35 Aniversario De Racehorse  Resumen,https://www.turfdiario.com/gran-venta-35-aniversario-de-racehorse-resumen/,17jul2024,2024,1,Cortines,.9342466,2195.2942,1198.4067,-.078497767,.027070064,n-n-n,2.2722206
HANNIA,SEEK AGAIN (USA),HEDA,100.78392,105.44981,-.094697475,.19216903,-.014871635,11.805479,3,0,11aug2023,0,1,.013840831,.0061728396,.036566138,.65228069,.023851385,"15 jul, 2025",Resumen Gran Venta De Productos Haras Carampangue,https://www.turfdiario.com/post/resumen-gran-venta-de-productos-haras-carampangue,15jul2025,2025,28,Carampangue,1.9287671,9122.1592,4113.4639,.0067366064,.052200615,y-n-n,1.5136636
LAGUNA ESMERALDA,IMPERADOR,LAGUNA LA BRAVA,,,.068094343,-.080099478,.035709448,5.7150683,0,0,10jul2023,0,1,0,0,.058823757,.49025804,.028838819,"15 jul, 2025",Resumen Gran Venta De Productos Haras Carampangue,https://www.turfdiario.com/post/resumen-gran-venta-de-productos-haras-carampangue,15jul2025,2025,27,Carampangue,2.0164382,5761.3638,3104.8879,.034169883,,n-n-n,
NOCHERO CONTENTO,HI HAPPY,NOCHE TAPADA,47.76128,,.10064632,-.080099478,.035757728,4.8465753,0,0,13aug2023,0,2,.032374099,.034615386,.065843903,.76541317,.050397791,"15 jul, 2025",Resumen Gran Venta De Productos Haras Carampangue,https://www.turfdiario.com/post/resumen-gran-venta-de-productos-haras-carampangue,15jul2025,2025,13,Carampangue,1.9232876,19204.545,3745.1577,.52637893,.12988281,n-n-n,
THE GREAT DANDY,THE GREAT DAY,DISTINGUIDA ZENDA,97.074463,,.10822955,-.080099478,.046349712,6.8136988,0,0,31jul2023,0,2,.050000001,.059999999,.072710738,.85674155,.062294308,22-apr-25,Resumen - Gran Venta Seleccion Haras Firmamento,https://www.turfdiario.com/post/resumen-gran-venta-selecci%C3%B3n-haras-firmamento,,,21,Firmamento,,,,.44227287,.13793103,n-n-n,
THE GREAT MAT,THE GREAT DAY,MISS MAT SEATTLE,103.28761,,.15943316,-.080099478,.0099132583,6.8438358,0,0,31jul2023,0,1,.050000001,.059999999,.065070823,.78539205,.051106106,22-apr-25,Resumen - Gran Venta Seleccion Haras Firmamento,https://www.turfdiario.com/post/resumen-gran-venta-selecci%C3%B3n-haras-firmamento,,,37,Firmamento,,,,.44227287,.13793103,y-n-n,
JAZZ HIT,HIT IT A BOMB (USA),JAZZ DAY,109.684,89.706116,.17918393,.24891047,.049616568,8.9260273,2,0,01aug2023,1,2,.032432433,.017730497,.10280687,.87985265,.090454891,22-apr-25,Resumen - Gran Venta Seleccion Haras Firmamento,https://www.turfdiario.com/post/resumen-gran-venta-selecci%C3%B3n-haras-firmamento,,,26,Firmamento,,,,.17034701,.076313183,y-n-n,3.720192
CHAMPAGNE A FULL,FULL MAST (USA),FIESTERA SCAPE,93.262039,,.17224574,-.080099478,.037699349,8.0136986,0,0,01aug2023,0,2,.046428572,.05472637,.08822494,.86215985,.076063998,22-apr-25,Resumen - Gran Venta Seleccion Haras Firmamento,https://www.turfdiario.com/post/resumen-gran-venta-selecci%C3%B3n-haras-firmamento,,,24,Firmamento,,,,.23896086,.086956523,n-n-n,
THE GREAT COCKTAIL,THE GREAT DAY,COCKTAIL ATTIRE (USA),,111.67039,-.034539104,.4326129,-.017371781,18.50411,4,1,02aug2023,1,2,.047619049,.059999999,.11633221,.89940596,.10462988,22-apr-25,Resumen - Gran Venta Seleccion Haras Firmamento,https://www.turfdiario.com/post/resumen-gran-venta-selecci%C3%B3n-haras-firmamento,,,1,Firmamento,,,,.44210091,.13559322,n-n-n,4.6899381
EL PACAA,IL CAMPIONE (CHI),BREDI BREDA,78.971275,115.16341,-.13853407,.20457594,-.022187434,12.882192,4,0,01aug2023,1,2,.060240965,.063136458,.10190703,.89999998,.091716327,"27 apr, 2025",Resumen - Gran Venta Seleccion Haras El Paraiso,https://www.turfdiario.com/post/resumen-gran-venta-selecci%C3%B3n-haras-el-para%C3%ADso,27apr2025,2025,17,El Paraiso,1.7397261,42863.336,7699.0762,.40318879,.12855172,n-n-n,2.577574
VALLE FERTIL,VILLAGE KING,BAHATI,92.21656,81.890289,-.10638016,-.014759503,-.0052587241,13.071233,3,0,05aug2023,0,2,0,0,.051648043,.79344064,.040979657,"23 mar, 2025",Resumen - Gran Venta Anual - Haras El Paraiso,https://www.turfdiario.com/post/resumen-gran-venta-anual-haras-el-para%C3%ADso,23mar2025,2025,47,El Paraiso,1.6328768,7086.6143,3449.5337,.089528292,,n-n-n,.45576277
SANTA PACIENCIA,SPRINGDOM,BUENAS Y SANTAS,,23.393055,.096385628,-.080099478,-.0052778423,4.9369864,1,0,06aug2023,0,1,.014285714,.014705882,.05119016,.8637538,.044215694,"23 mar, 2025",Resumen - Gran Venta Anual - Haras El Paraiso,https://www.turfdiario.com/post/resumen-gran-venta-anual-haras-el-para%C3%ADso,23mar2025,2025,24,El Paraiso,1.630137,7086.6143,2458.0107,.23312837,.070175439,n-n-n,
CAMINO DE SANTIAGO,STRATEGOS,LAPPAS,75.389679,,.15058836,-.080099478,.025436454,5.9589043,0,0,06aug2023,0,2,.032608695,.037500001,.067848921,.8649295,.058684532,"27 apr, 2025",Resumen - Gran Venta Seleccion Haras El Paraiso,https://www.turfdiario.com/post/resumen-gran-venta-selecci%C3%B3n-haras-el-para%C3%ADso,27apr2025,2025,26,El Paraiso,1.7260274,33121.668,5704.2656,.49006209,.25675675,n-n-n,
JOUR DE GLOIRE,FULL MAST (USA),ALL GLORY,110.94859,,.11331606,-.080099478,.0055962801,7.0602741,0,0,25aug2023,0,1,.048109967,.059701491,.066532649,.82141262,.054650757,"19 jul, 2024",Venta Liquidacion Haras El Gusy  Resumen,https://www.turfdiario.com/venta-liquidacion-haras-el-gusy-resumen/,19jul2024,2024,49,El Gusy,.90136987,6837.8047,5675.4502,.34262812,.086977884,y-n-n,
ALCARAZ,VILLAGE KING,ROYAL BALLERINA,109.36416,,.079574913,-.080099478,.026255064,10.076713,0,0,23aug2023,0,2,0,0,.040923685,.65049535,.026620667,"19 jul, 2024",Venta Liquidacion Haras El Gusy  Resumen,https://www.turfdiario.com/venta-liquidacion-haras-el-gusy-resumen/,19jul2024,2024,50,El Gusy,.90684932,2279.2683,1792.1801,.087992162,,y-n-n,0
ISLAND LIFE,LONG ISLAND SOUND (USA),LIVEALIFE,106.05756,110.29859,-.0085853934,.27592427,.025064476,14.934247,2,0,06aug2023,0,1,.0085227275,.0087463558,.041333336,.61846972,.025563417,"02 jul, 2025",Resumen - Gran Venta Julio De Productos,https://www.turfdiario.com/post/resumen-gran-venta-julio-de-productos,02jul2025,2025,14,Latigra,1.9068493,7106.3418,6254.8408,.034873381,.044776119,y-n-n,2.1500738
GINMINARI,ANGIOLO,SHAILENHA,105.51727,,.095684409,-.080099478,.019125096,6.8931508,0,0,30jul2023,0,2,.046814043,.035812672,.063414104,.79549032,.050445307,"26 jun, 2025",Resumen - Gran Venta Estrellas Haras La Pasion E Invitados,https://www.turfdiario.com/post/resumen-gran-venta-estrellas-haras-la-pasi%C3%B3n-e-invitados,26jun2025,2025,18,Chiapill,1.9095891,16328.125,12757.712,.071546584,.068059407,y-n-n,
NEVADO PISCO,FORTIFY (USA),NANGA PARBAT,,117.20181,-.13988203,.52174616,-.021838315,12.389041,6,2,24jul2023,1,2,.085553996,.079710148,.14208011,.83616626,.1188026,"01 jun, 2025",Resumen Gran Venta Selecta 2025 Del Haras Santa Ines,https://www.turfdiario.com/post/resumen-gran-venta-selecta-2025-del-haras-santa-in%C3%A9s,01jun2025,2025,1,Santa Ines,1.8575343,80444.445,8450.0781,.40948972,.14793028,n-n-n,11.496636
SUPREMO PRIZE,WINNING PRIZE,SUPRA GEMMA,95.525528,78.887558,.040201843,-.079604983,.009061195,10.087671,1,0,17sep2022,0,2,.02264151,.021621622,.027840881,.62620986,.017434234,"11 oct, 2024",Resumen Gran Venta De Productos 2022 Racehorse,https://www.turfdiario.com/post/resumen-gran-venta-de-productos-2022-racehorse,11oct2024,2024,15,La Yangonea,2.0684931,4196.5811,5029.9155,.24988082,.065476194,n-n-n,0
FULL TUCUMANA,FULL MAST (USA),TAKE HEART,113.31237,,.12292901,-.080099478,-.00039175898,8.772603,0,0,09jul2023,0,1,.047101449,.05472637,.078356467,.85964447,.067358702,"16 mar, 2025",Resumen - Venta De Productos 2023 Haras Gran Muneca,https://www.turfdiario.com/post/resumen-venta-de-productos-2023-haras-gran-mu%C3%B1eca,16mar2025,2025,23,Gran Muneca,1.6876712,13030.488,5960.4365,.23676932,.086802028,y-n-n,
FULL MY,FULL MAST (USA),MY FRIDA KAHLO,107.7478,,.11263606,-.080099478,.014602639,8.8630133,0,0,29jul2023,0,2,.046931408,.05472637,.081797354,.89999998,.073617615,"16 mar, 2025",Resumen - Venta De Productos 2023 Haras Gran Muneca,https://www.turfdiario.com/post/resumen-venta-de-productos-2023-haras-gran-mu%C3%B1eca,16mar2025,2025,42,Gran Muneca,1.6328768,10858.74,3916.905,.23916519,.087043524,y-n-n,
FULL TANA,FULL MAST (USA),LA TANA CAT,96.837952,106.72028,-.25924402,.17773478,.02258826,18.819178,7,1,01aug2023,2,1,.046428572,.05472637,.068720266,.81856388,.056251928,"16 mar, 2025",Resumen - Venta De Productos 2023 Haras Gran Muneca,https://www.turfdiario.com/post/resumen-venta-de-productos-2023-haras-gran-mu%C3%B1eca,16mar2025,2025,30,Gran Muneca,1.6246575,13464.838,7954.8726,.23896086,.086956523,y-n-n,1.4693357
GUINEA FRANKEL,GIDU (IRE),GUINEVERE,93.766365,78.400856,.071764171,-.080099478,-.012863159,9.8438358,1,0,05aug2023,0,1,.07692308,.07692308,.063563354,.89999998,.057207018,"16 mar, 2025",Resumen - Venta De Productos 2023 Haras Gran Muneca,https://www.turfdiario.com/post/resumen-venta-de-productos-2023-haras-gran-mu%C3%B1eca,16mar2025,2025,22,Gran Muneca,1.6136986,13464.838,2920.1792,.75063562,.27272728,y-n-n,.27904814
FULL LUJOSO,FULL MAST (USA),LUXURIA,83.794792,89.977722,.047543824,.09414047,.035757728,10.046576,1,0,10aug2023,0,2,.045614034,.05472637,.091660231,.89999998,.082494207,"16 mar, 2025",Resumen - Venta De Productos 2023 Haras Gran Muneca,https://www.turfdiario.com/post/resumen-venta-de-productos-2023-haras-gran-mu%C3%B1eca,16mar2025,2025,2,Gran Muneca,1.6,23454.879,6708.0996,.23823494,.086891755,n-n-n,.97377634
FULL MINDY,FULL MAST (USA),MINDY,90.531471,89.295013,.093356997,.009359464,.01368238,8.8575344,4,0,13aug2023,1,1,.045296166,.05472637,.074961908,.89999998,.067465715,"16 mar, 2025",Resumen - Venta De Productos 2023 Haras Gran Muneca,https://www.turfdiario.com/post/resumen-venta-de-productos-2023-haras-gran-mu%C3%B1eca,16mar2025,2025,14,Gran Muneca,1.5917808,18242.684,8161.0938,.23803121,.08663366,n-n-n,1.4822613
