lote,name,birth_year,haras,studbook_id,padrillo,M,birth_eday,sex,PR,PS,PRS,Remate,Start,End,Source,link,age,yegua
53,A HI DAY,2023.0,ABOLENGO,441697,HI HAPPY,ASPEN DAYS,2023-07-15,Female,0.53843218,0.34536856,0.18595755,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
47,ABRAZADORA,2023.0,EL MALLIN,447011,SOVEREIGN (IRE),ABIDE (FR),2023-10-08,Female,0.6625005,0.21378811,0.14163473,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
34,AKI,2023.0,EL MALLIN,445321,CIMA DE TRIOMPHE (IRE),ACCESS CODE (USA),2023-10-20,Male,0.67970115,0.26333004,0.17898573,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
1,ALDEA BOMB,2019.0,FIRMAMENTO,413415,HIT IT A BOMB (USA),ALDEA NISTEL,2019-07-17,Female,0.70655209,0.25558823,0.1805864,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,5,True
16,ALGO DIFERENTE,2023.0,VACACION,442099,FORTIFY (USA),ALBERETA,2023-08-04,Male,0.67348671,0.31616861,0.21293536,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
30,AMIGA VERDADERA,2023.0,VACACION,446560,FULL MAST (USA),AMIGA DEL CORAZON,2023-10-12,Female,0.62407923,0.20006078,0.12485378,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
57,ANTOLINA,2023.0,VACACION,441601,REMOTE (GB),AMOR DE VERDAD,2023-07-10,Female,0.5412389,0.16026807,0.08674331,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
2,ARDE LA CIUDAD,2012.0,LA PASION,327096,STORMY ATLANTIC (USA),ARDE TROYA,2012-10-01,Female,0.5607416,0.17100672,0.095890582,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,12,True
3,ARTIGLIARI,2018.0,LA PASION,408644,EASING ALONG (USA),AFRIKANA,2018-09-27,Female,0.54198903,0.15072878,0.081693344,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,6,True
4,ARZABAL,2023.0,VACACION,441837,FORTIFY (USA),AYRA,2023-07-30,Male,0.65977603,0.32051304,0.21146682,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
50,ASPERO,2023.0,EL MALLIN,445493,NICHOLAS,RISPIDA,2023-09-25,Male,0.51152217,0.10419313,0.053297095,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
16,ASTRONOMIST,2023.0,SANTA MARIA DE ARARAS,445908,DANIEL BOONE (BRZ),AT THE MAIL,2023-10-03,Female,0.57625425,0.14134192,0.081448883,Haras SANTA MARIA DE ARARAS,10-04-2025,13-04-2025,argsales,https://arg-sales.com//remates/view/345,1,False
38,BAD BOY,2023.0,VACACION,444414,TREASURE BEACH (GB),BARAHONA,2023-09-15,Male,0.67049986,0.19542775,0.13103427,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
56,BAMBI BEACH,2023.0,ABOLENGO,443918,TREASURE BEACH (GB),BAMBI MIA,2023-09-09,Female,0.39175832,0.092345387,0.036177073,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
58,BARBARA GIRL,2023.0,ABOLENGO,445123,COSMIC TRIGGER,BARCELONA GIRL,2023-10-03,Female,0.42351374,0.081399649,0.03447387,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
19,BARBIE MARGOT,2023.0,ABOLENGO,441693,PNEUMATIC (USA),BARBIE GIRL,2023-07-12,Female,0.55169255,0.1757291,0.09694843,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
51,BEAUTIFUL MIND,2023.0,EL MALLIN,444094,IL MERCATO,ROMAN HOLIDAY,2023-09-03,Male,0.73275322,0.1434148,0.10508765,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
4,BESUQUEIRA,2012.0,LA PASION,323557,ZENSATIONAL (USA),STORMY BEAM,2012-07-02,Female,0.65586674,0.13733469,0.090073258,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,12,True
45,BLACK BOY,2023.0,ABOLENGO,441694,DADDY LONG LEGS (USA),BLACK SILKS,2023-07-13,Male,0.68574184,0.16816314,0.1153165,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
45,BOBBY CHARLTON,2023.0,EL MALLIN,448233,NICHOLAS,DIXIE MANIA,2023-09-20,Male,0.51290822,0.052721992,0.027041543,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
28,BOHEMIA KISS,2023.0,SANTA MARIA DE ARARAS,447376,DANIEL BOONE (BRZ),BUTTERFLY KISS,2023-10-13,Female,0.56946713,0.12012872,0.068409361,Haras SANTA MARIA DE ARARAS,10-04-2025,13-04-2025,argsales,https://arg-sales.com//remates/view/345,1,False
5,BOMBA CURSI,2018.0,FIRMAMENTO,405920,HIT IT A BOMB (USA),CURSI NISTEL,2018-07-05,Female,0.73256582,0.23272768,0.17048834,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,6,True
46,BON JOURNE,2023.0,VACACION,442693,TREASURE BEACH (GB),BEAUTY MUSIC,2023-08-10,Male,0.71594608,0.18798661,0.13458827,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
29,BONUS TRACK,2023.0,ABOLENGO,442940,TREASURE BEACH (GB),BONICA NOIA,2023-08-21,Male,0.70040971,0.21818709,0.15282036,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
6,BOU SIGEN,2021.0,FIRMAMENTO,426515,SEAHENGE (USA),BOUCLETTE NISTEL,2021-07-02,Female,0.75166535,0.21926072,0.16481069,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,3,False
52,BUEN BLUES,2023.0,VACACION,441817,LE BLUES,BORISHCA,2023-07-29,Male,0.69766021,0.11515439,0.080338635,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
33,BURBUJAS DE AMOR,2023.0,VACACION,443523,CITYSCAPE (GB),BASTILLANA,2023-09-03,Female,0.60814965,0.21385956,0.13005862,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
7,CAMBIA Y JUEGA,2018.0,LA PASION,405880,VIOLENCE (USA),CAMBIO Y FUERA,2018-07-25,Female,0.6195367,0.13380532,0.082897305,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,6,True
12,CAMBIO RADICAL,2023.0,EL MALLIN,447001,SOVEREIGN (IRE),POORLITTLEBRIDGETT (USA),2023-08-13,Male,0.71472871,0.19615522,0.14019777,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
62,CANDY MACHINE,2023.0,ABOLENGO,443912,PNEUMATIC (USA),CANDYDACY,2023-09-04,Female,0.48803023,0.096711397,0.047198083,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
22,CANDY MO,2023.0,ABOLENGO,441689,PNEUMATIC (USA),CITY AND THE SEX,2023-07-11,Male,0.61031091,0.17872606,0.10907847,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
11,CARAMELLA,2023.0,ABOLENGO,442072,PNEUMATIC (USA),CARAMELIZA,2023-07-21,Female,0.5620169,0.2034559,0.11434565,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
3,CARE FOR DADDY,2023.0,ABOLENGO,442621,DADDY LONG LEGS (USA),CARE FOR,2023-08-14,Male,0.62860787,0.2807247,0.17646576,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
8,CARISIMA EMPER,2010.0,FIRMAMENTO,305468,EMPEROR JONES (USA),CARA Y LINDA,2010-07-23,Female,0.67530727,0.32055509,0.21647319,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,14,True
14,CARMELO TONY,2023.0,ABOLENGO,446094,EQUAL STRIPES,CARMELINDA,2023-10-24,Male,0.43579257,0.10486997,0.045701552,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
43,CASANDRIA,2023.0,VACACION,442097,LE BLUES,CALBESIA,2023-08-03,Female,0.54683882,0.11285763,0.061714936,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
24,CATTO,2023.0,ABOLENGO,443486,DADDY LONG LEGS (USA),CATY SOUL,2023-08-29,Male,0.60062599,0.12769429,0.076696515,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
48,CELINE STYLE,2023.0,ABOLENGO,445442,EQUAL STRIPES,CECIL ASPEN,2023-10-15,Female,0.47924417,0.11696195,0.056053333,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
23,CHELA,2023.0,ABOLENGO,442627,COSMIC TRIGGER,CHARLOTTE CHANTAL,2023-08-12,Female,0.53295875,0.14135808,0.075338021,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
7,CHESTER,2023.0,EL CHANAR,441795,DADDY LONG LEGS (USA),CHARMING PRINCESS,2023-07-21,Male,0.6668995,0.12642185,0.084310673,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
19,CIMENTADO,2023.0,SANTA MARIA DE ARARAS,445911,DANIEL BOONE (BRZ),CINCIDELLA,2023-10-09,Male,0.64159864,0.1942067,0.12460276,Haras SANTA MARIA DE ARARAS,10-04-2025,13-04-2025,argsales,https://arg-sales.com//remates/view/345,1,False
4,CITA PERFECTA,2023.0,EL MALLIN,447012,SOVEREIGN (IRE),SAVE THE DATE,2023-10-16,Female,0.6245746,0.24027228,0.15006797,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
9,CITY LION (USA),2006.0,LA PASION,286515,LION HEART,CITY HYLTON,2006-02-11,Female,0.63196474,0.22272611,0.14075504,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,19,True
10,CITY MAP,2012.0,LA PASION,328180,ZENSATIONAL (USA),CITY LION (USA),2012-10-08,Female,0.69089121,0.12141557,0.083884947,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,12,True
9,CITY QUEEN,2023.0,ABOLENGO,444288,EQUAL STRIPES,LEMONCELLA,2023-09-19,Female,0.37698549,0.19569422,0.073773883,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
65,CLASSY WOMAN,2023.0,ABOLENGO,442276,TREASURE BEACH (GB),CALDESIA,2023-08-06,Female,0.54575664,0.17285196,0.094335109,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
36,CLAUDE MONET,2023.0,EL MALLIN,444082,SOVEREIGN (IRE),LA PIAFF,2023-07-25,Male,0.79810899,0.30178395,0.24085648,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
11,COCOQ,2021.0,LA PASION,430060,IL MERCATO,CITY MAP,2021-09-28,Female,0.63241428,0.13054986,0.082561597,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,3,False
32,COLORADO EL UNO,2023.0,LA LEYENDA,445320,CIMA DE TRIOMPHE (IRE),CRYSTAL IN ASPEN,2023-10-14,Male,0.67006636,0.22815664,0.15288009,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
4,CONSTANTINO KING,2023.0,SANTA MARIA DE ARARAS,447395,DANIEL BOONE (BRZ),CARTA PATENTE,2023-10-27,Male,0.66878092,0.22888319,0.15307271,Haras SANTA MARIA DE ARARAS,10-04-2025,13-04-2025,argsales,https://arg-sales.com//remates/view/345,1,False
38,CONTESSA MATIC,2023.0,ABOLENGO,442289,PNEUMATIC (USA),CONTESSA LINDA,2023-07-29,Female,0.61528283,0.17975974,0.11060308,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
2,COOL BRO,2023.0,ABOLENGO,443536,PNEUMATIC (USA),COOL SITE,2023-08-30,Male,0.61113751,0.27004254,0.16503313,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
42,COPERNICANA,2023.0,LA LEYENDA,445317,STORM EMBRUJADO,COPPER,2023-10-11,Female,0.41517547,0.13852824,0.057513528,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
11,COQUET HIT,2021.0,FIRMAMENTO,430113,HIT IT A BOMB (USA),GRAND COQUETTE,2021-10-04,Female,0.78238404,0.21416071,0.16755593,VENTA TRAINING - HARAS FIRMAMENTO . 18h,31/03/2025,31/03/2025,bullrich,https://antoniobullrich.com//remates/venta-training-haras-firmamento-18h/lotes,3,False
12,CUANTICA,2004.0,LA PASION,257720,INTERPRETE,CUPULA,2004-09-08,Female,0.51443678,0.13541903,0.06966453,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,20,True
41,CUERDA,2023.0,EL MALLIN,444674,SOVEREIGN (IRE),TOCADA MAL,2023-09-12,Female,0.69004542,0.15689433,0.10826421,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
13,CUIDADIOSA,2016.0,FIRMAMENTO,359485,CAMPANOLOGIST (USA),CUIDADOSA HALO,2016-08-02,Female,0.68918872,0.2923584,0.2014901,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,8,True
6,DAKOTA BOONE,2023.0,SANTA MARIA DE ARARAS,445898,DANIEL BOONE (BRZ),DISNEY QUEEN,2023-09-28,Female,0.62541163,0.16867037,0.10548841,Haras SANTA MARIA DE ARARAS,10-04-2025,13-04-2025,argsales,https://arg-sales.com//remates/view/345,1,False
21,DANDY BOY,2023.0,ABOLENGO,443478,EQUAL STRIPES,DANCE ON THE SEA,2023-08-26,Male,0.55777955,0.15869701,0.088517949,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
31,DAY LEWIS,2023.0,EL MALLIN,446999,SOVEREIGN (IRE),LA MAS POSH,2023-10-12,Male,0.61133152,0.086601034,0.052941941,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
40,DE GAULLE,2023.0,EL MALLIN,446998,SOVEREIGN (IRE),UNE DAME,2023-10-12,Male,0.55958837,0.082864851,0.046370208,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
14,DELICADA GLORY,2010.0,FIRMAMENTO,307429,HONOUR AND GLORY (USA),DISTINGUIDA FITZ,2010-09-06,Female,0.78752625,0.23894742,0.18817736,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,14,True
15,DEVOTIONAL,2012.0,LA PASION,323890,STORMY ATLANTIC (USA),DEVOTION UNBRIDLED (USA),2012-08-03,Female,0.37715742,0.13612826,0.051341783,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,12,True
37,DIFFERENT STRIPES,2023.0,ABOLENGO,442270,EQUAL STRIPES,DIFFERENT RULE,2023-08-01,Male,0.62041813,0.23723741,0.14718638,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
25,DISTINGUIDA GIRL,2023.0,ABOLENGO,442288,COSMIC TRIGGER,DISTINGUIDA CATCH,2023-07-29,Female,0.55399281,0.1031399,0.057138763,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
16,DIXIE MASK,2018.0,LA PASION,407078,EASING ALONG (USA),DIXIE WITCH (USA),2018-08-19,Female,0.67206722,0.24355477,0.16368517,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,6,True
17,DONA CANDY,2018.0,LA PASION,406078,STORM EMBRUJADO,SWEET HARD CANDY (USA),2018-07-18,Female,0.30275193,0.05239531,0.015862782,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,6,True
3,DREAM TIME,2023.0,VACACION,441782,FORTIFY (USA),DIA FELIZ,2023-07-21,Male,0.75761575,0.41982114,0.31806311,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
13,DULCE REGRESO,2023.0,VACACION,442096,FORTIFY (USA),DOÑA TITA,2023-08-02,Male,0.72630692,0.22219734,0.16138346,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
18,EARLY FANTASY,2023.0,VACACION,443806,FORTIFY (USA),ELMIRA,2023-09-06,Female,0.59888053,0.23281752,0.13942988,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
63,EARTH DAY,2023.0,ABOLENGO,442291,COSMIC TRIGGER,EARTHRISE,2023-07-31,Male,0.63785785,0.12515399,0.079830453,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
22,EGMONT,2023.0,EL CHANAR,441799,TREASURE BEACH (GB),ESCAPE TALENT,2023-07-20,Male,0.5630703,0.064666562,0.036411822,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
35,ELLE MC,2023.0,ABOLENGO,442615,COSMIC TRIGGER,ELUDIBLE,2023-08-11,Female,0.4918482,0.14303422,0.070351124,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
18,ELLIJAY,2021.0,LA PASION,427537,IL MERCATO,EXPEDIA,2021-08-18,Female,0.71803886,0.11654358,0.08368282,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,3,False
19,EMBELLISH,2005.0,LA PASION,263391,EDITOR'S NOTE (USA),EMBRASABLE,2005-08-02,Female,0.44638449,0.14959091,0.066775061,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,19,True
28,EMBLEMA,2023.0,EL MALLIN,447009,SOVEREIGN (IRE),ELISABETA,2023-10-08,Female,0.71052372,0.25745434,0.18292741,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
20,EMBRIDA,2010.0,LA PASION,305426,LIZARD ISLAND (USA),EMBRACE ME,2010-07-27,Female,0.61408728,0.21923111,0.13462704,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,14,True
21,EMISARIA,2002.0,LA PASION,246991,ROY (USA),EARLY KIT,2002-10-23,Female,0.57948136,0.30626777,0.17747647,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,22,True
10,EMPRESS MORRIS,2023.0,EL ARROYO,441638,GOUVERNEUR MORRIS (USA),EMPRESS DIVA,2023-07-21,Female,0.55661088,0.084147215,0.046837255,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
